get_date,lat,lng,speed,line_no,y,day
2018-12-03 6:35,35.21066,128.98373,52,13395,0:16:12,2
2018-12-03 6:35,35.21079,128.98329,48,13395,0:16:09,2
2018-12-03 6:35,35.21087,128.98288,42,13395,0:16:06,2
2018-12-03 6:35,35.21092,128.9825,39,13395,0:16:03,2
2018-12-03 6:35,35.21098,128.98212,41,13395,0:16:00,2
2018-12-03 6:35,35.21102,128.98172,42,13395,0:15:57,2
2018-12-03 6:35,35.21107,128.98134,40,13395,0:15:54,2
2018-12-03 6:36,35.21112,128.98097,40,13395,0:15:51,2
2018-12-03 6:36,35.21116,128.98061,39,13395,0:15:48,2
2018-12-03 6:36,35.21119,128.98026,36,13395,0:15:45,2
2018-12-03 6:36,35.21123,128.97992,36,13395,0:15:42,2
2018-12-03 6:36,35.21127,128.97955,43,13395,0:15:39,2
2018-12-03 6:36,35.21132,128.97911,48,13395,0:15:36,2
2018-12-03 6:36,35.21136,128.97867,47,13395,0:15:33,2
2018-12-03 6:36,35.2114,128.97824,40,13395,0:15:30,2
2018-12-03 6:36,35.21144,128.97791,34,13395,0:15:27,2
2018-12-03 6:36,35.21146,128.97758,33,13395,0:15:24,2
2018-12-03 6:36,35.21149,128.97728,32,13395,0:15:21,2
2018-12-03 6:36,35.21152,128.97694,38,13395,0:15:18,2
2018-12-03 6:36,35.21156,128.97656,41,13395,0:15:15,2
2018-12-03 6:36,35.21159,128.9762,37,13395,0:15:12,2
2018-12-03 6:36,35.21163,128.97583,36,13395,0:15:09,2
2018-12-03 6:36,35.21165,128.97552,30,13395,0:15:06,2
2018-12-03 6:36,35.21168,128.97528,23,13395,0:15:03,2
2018-12-03 6:36,35.2117,128.97507,20,13395,0:15:00,2
2018-12-03 6:36,35.21172,128.97491,16,13395,0:14:57,2
2018-12-03 6:36,35.21172,128.97478,13,13395,0:14:54,2
2018-12-03 6:37,35.21173,128.97464,12,13395,0:14:51,2
2018-12-03 6:37,35.21173,128.97453,6,13395,0:14:48,2
2018-12-03 6:37,35.21172,128.97449,1,13395,0:14:45,2
2018-12-03 6:37,35.21172,128.97447,0,13395,0:14:42,2
2018-12-03 6:37,35.21173,128.97447,0,13395,0:14:39,2
2018-12-03 6:37,35.21172,128.97447,0,13395,0:14:36,2
2018-12-03 6:37,35.21172,128.97446,0,13395,0:14:33,2
2018-12-03 6:37,35.21172,128.97444,0,13395,0:14:30,2
2018-12-03 6:37,35.21172,128.97444,0,13395,0:14:27,2
2018-12-03 6:37,35.21172,128.97444,0,13395,0:14:24,2
2018-12-03 6:37,35.21172,128.97443,0,13395,0:14:21,2
2018-12-03 6:37,35.21172,128.97443,0,13395,0:14:18,2
2018-12-03 6:37,35.21172,128.97441,0,13395,0:14:15,2
2018-12-03 6:37,35.21172,128.97441,0,13395,0:14:12,2
2018-12-03 6:37,35.21172,128.9744,0,13395,0:14:09,2
2018-12-03 6:37,35.21172,128.9744,0,13395,0:14:06,2
2018-12-03 6:37,35.21172,128.9744,0,13395,0:14:03,2
2018-12-03 6:37,35.21173,128.9744,0,13395,0:14:00,2
2018-12-03 6:37,35.21173,128.9744,0,13395,0:13:57,2
2018-12-03 6:37,35.21173,128.97438,0,13395,0:13:54,2
2018-12-03 6:38,35.21173,128.97438,0,13395,0:13:51,2
2018-12-03 6:38,35.21173,128.97438,0,13395,0:13:48,2
2018-12-03 6:38,35.21173,128.97438,0,13395,0:13:45,2
2018-12-03 6:38,35.21173,128.97438,0,13395,0:13:42,2
2018-12-03 6:38,35.21172,128.97438,0,13395,0:13:39,2
2018-12-03 6:38,35.21172,128.97438,0,13395,0:13:36,2
2018-12-03 6:38,35.21172,128.97438,0,13395,0:13:33,2
2018-12-03 6:38,35.21172,128.97438,0,13395,0:13:30,2
2018-12-03 6:38,35.21172,128.97438,0,13395,0:13:27,2
2018-12-03 6:38,35.21172,128.97438,0,13395,0:13:24,2
2018-12-03 6:38,35.21171,128.97438,0,13395,0:13:21,2
2018-12-03 6:38,35.21171,128.97438,0,13395,0:13:18,2
2018-12-03 6:38,35.2117,128.97438,0,13395,0:13:15,2
2018-12-03 6:38,35.2117,128.97438,0,13395,0:13:12,2
2018-12-03 6:38,35.2117,128.97437,0,13395,0:13:09,2
2018-12-03 6:38,35.21169,128.97437,1,13395,0:13:06,2
2018-12-03 6:38,35.21169,128.97433,5,13395,0:13:03,2
2018-12-03 6:38,35.21165,128.97421,13,13395,0:13:00,2
2018-12-03 6:38,35.21153,128.97411,16,13395,0:12:57,2
2018-12-03 6:38,35.21132,128.97406,26,13395,0:12:54,2
2018-12-03 6:39,35.21107,128.97406,35,13395,0:12:51,2
2018-12-03 6:39,35.21073,128.97408,46,13395,0:12:48,2
2018-12-03 6:39,35.21034,128.97409,52,13395,0:12:45,2
2018-12-03 6:39,35.20991,128.97409,56,13395,0:12:42,2
2018-12-03 6:39,35.20947,128.97411,57,13395,0:12:39,2
2018-12-03 6:39,35.20903,128.97411,53,13395,0:12:36,2
2018-12-03 6:39,35.20866,128.97412,46,13395,0:12:33,2
2018-12-03 6:39,35.20835,128.97414,37,13395,0:12:30,2
2018-12-03 6:39,35.20812,128.97414,25,13395,0:12:27,2
2018-12-03 6:39,35.208,128.97414,13,13395,0:12:24,2
2018-12-03 6:39,35.20798,128.97415,3,13395,0:12:21,2
2018-12-03 6:39,35.20797,128.97415,1,13395,0:12:18,2
2018-12-03 6:39,35.20795,128.97414,0,13395,0:12:15,2
2018-12-03 6:39,35.20795,128.97414,0,13395,0:12:12,2
2018-12-03 6:39,35.20795,128.97414,0,13395,0:12:09,2
2018-12-03 6:39,35.20795,128.97414,0,13395,0:12:06,2
2018-12-03 6:39,35.20794,128.97412,0,13395,0:12:03,2
2018-12-03 6:39,35.20794,128.97412,0,13395,0:12:00,2
2018-12-03 6:39,35.20794,128.97412,0,13395,0:11:57,2
2018-12-03 6:39,35.20791,128.97411,7,13395,0:11:54,2
2018-12-03 6:40,35.2078,128.97409,16,13395,0:11:51,2
